identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
ABT-00018,unassigned_point,node/10691892689,no,39.4847784,-8.1552819,Cepsa,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,100 kW,1000
ABT-00019 - Bairro ao Rio,unassigned_point,node/10981449246,no,39.5521854,-8.2805243,SR Energy,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,30,20 kW,400,0,0,0,0,0,0,0,0
ABT-00023,child_point,child/node/10648560882,no,39.47407679999999,-8.192848149999998,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,100 kW,500
ABT-00023,child_point,child/node/13184686942,no,39.47407679999999,-8.192848149999998,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,100 kW,500
ABT-00024 - Luna Hotel,unassigned_point,node/11143550452,no,39.4622462,-8.2044349,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ABT-00026,unassigned_point,node/11333727916,no,39.4565241,-8.1983144,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ABT-00027,unassigned_point,node/13179004081,no,39.456541,-8.198251,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ABT-00030,unassigned_point,node/12988635323,no,39.4661868,-8.2040164,Atlante,yes,24/7,Mobi.E,Rua Cidade de Parthenay,Abrantes,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
ABT-00032,unassigned_point,node/10229505400,no,39.45762,-8.195368,Galp Power,customers,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ABT-00033,unassigned_point,node/11670188442,no,39.472658,-8.1954159,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,120 kW,1000
ABT-00034,unassigned_point,node/9870616386,no,39.4661876,-8.2039435,Atlante,yes,24/7,Mobi.E,Rua Cidade de Parthenay,Abrantes,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,60 kW,500
ABT-00035,unassigned_point,node/10827932896,no,39.4716681,-8.1959445,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ABT-00036,unassigned_point,node/12547002705,no,39.4722771,-8.195705,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ABT-00037,unassigned_point,node/12547002704,no,39.472325,-8.1957485,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ABT-00038,unassigned_point,node/8757688907,no,39.4691224,-8.2007093,Galp Power,yes,24/7,Mobi.E,,Abrantes,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ABT-?????,unassigned_point,node/12132803544,yes,39.4744735,-8.1920311,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,120 kW,1000
ACB-00001,unassigned_point,node/8089510671,no,39.5519928,-8.975606,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-00002,unassigned_point,node/8089512830,no,39.433038,-8.9802048,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-00008,unassigned_point,node/11158015060,no,39.5460822,-9.0384447,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ACB-00009,unassigned_point,node/11339406823,no,39.5596832,-8.9780367,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,180 kW,1000
ACB-00010,child_point,child/node/11196066691,no,39.553732089074,-8.969001527552981,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,80 kW,500
ACB-00010,child_point,child/node/12728987155,no,39.553732089074,-8.969001527552981,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,500
ACB-00011…14 -> ACB-00011,child_point,child/node/11275817612,no,39.548488173694174,-8.977101830945857,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0
ACB-00011…14 -> ACB-00012,child_point,child/node/13028596004,no,39.548488173694174,-8.977101830945857,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0
ACB-00011…14 -> ACB-00013,child_point,child/node/13028596003,no,39.548488173694174,-8.977101830945857,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0
ACB-00011…14 -> ACB-00014,child_point,child/node/13028596002,no,39.548488173694174,-8.977101830945857,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0
ACB-00015,unassigned_point,node/11067830760,no,39.5514509,-8.9779677,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
ACB-00017,unassigned_point,node/11308364022,no,39.4105942,-8.962698,InstaVolt,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,75 kW,1000
ACB-00019,unassigned_point,node/11071979373,no,39.5514716,-8.9779717,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-00020,unassigned_point,node/12036502409,no,39.5456985,-8.9702655,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,60 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,120 kW,1000
ACB-00021/22 -> ACB-00021,child_point,child/node/11947706727,no,39.49796375,-9.095462049999998,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
ACB-00021/22 -> ACB-00021,child_point,child/node/13160132311,no,39.49796375,-9.095462049999998,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
ACB-00021/22 -> ACB-00021,child_point,child/node/13160132313,no,39.49796375,-9.095462049999998,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
ACB-00021/22 -> ACB-00022,child_point,child/node/13160132312,no,39.49796375,-9.095462049999998,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
ACB-00024,unassigned_point,node/11955742241,no,39.5083203,-9.1326371,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
ACB-00025,unassigned_point,node/13178537193,no,39.4240544,-8.9624866,EDP,yes,09:00-20:00,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-00026,unassigned_point,node/10217456272,no,39.5450815,-8.9698857,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-00027,unassigned_point,node/8224722880,no,39.5458059,-8.9695376,Charging Together,yes,24/7,Mobi.E,,Alcobaça,,PT,+351 800 917 576,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,50 kW,1000
ACB-00028,unassigned_point,node/12125506248,no,39.5487884,-8.9759432,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,120 kW,1000
ACB-00029,unassigned_point,node/12651976592,no,39.5487888,-8.9759018,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-00030,unassigned_point,node/11931550465,no,39.668071,-8.9998746,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,120 kW,1000
ACB-00031,unassigned_point,node/12294909618,no,39.6680996,-8.9998131,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-00032,unassigned_point,node/12434408963,no,39.4622327,-9.1193671,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,400,180 kW,1000
ACB-00033/34 -> ACB-00033,child_point,child/node/12233141245,no,39.52476495748664,-8.910234567258668,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
ACB-00033/34 -> ACB-00034,child_point,child/node/13184740980,no,39.52476495748664,-8.910234567258668,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
ACB-00035,unassigned_point,node/12871879956,no,39.4306829,-8.9775588,SOLX,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
ACB-00037,unassigned_point,node/12020159638,no,39.4265496,-8.9800732,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,120 kW,1000
ACB-00038,unassigned_point,node/9848120746,no,39.4331284,-8.9792402,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ACB-00039,unassigned_point,node/12063966301,no,39.5477842,-8.9670991,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ACB-?????,child_point,child/node/12999406723,yes,39.5454378,-8.9693906,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,400 kW,1000
ACB-?????,child_point,child/node/12999406724,yes,39.5454378,-8.9693906,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,400 kW,1000
ACB-?????,child_point,child/node/12999406725,yes,39.5454378,-8.9693906,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
ACB-?????,child_point,child/node/12999406726,yes,39.5454378,-8.9693906,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
ACB-?????,child_point,child/node/12999406757,yes,39.5454378,-8.9693906,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,50 kW,1000
ACB-?????,child_point,child/node/12999406758,yes,39.5454378,-8.9693906,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,50 kW,1000
ACB-?????,child_point,child/node/13122024639,yes,39.55285667797561,-8.97419485259194,Galp Power,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACB-?????,child_point,child/node/13122024640,yes,39.55285667797561,-8.97419485259194,Galp Power,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
ACH-00002,unassigned_point,node/7773723046,no,38.7258093,-8.9876448,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ACH-00003,unassigned_point,node/7773747775,no,38.7277184,-8.9871474,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ACH-00008,unassigned_point,node/9735458931,no,38.74532,-8.9306999,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt,1,80,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,80,30 kW,1000
ACH-00010,unassigned_point,node/11017553885,no,38.7500615,-8.9622398,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
ACH-00013,unassigned_point,node/10040504092,no,38.7516866,-8.9451096,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
ACH-00018,unassigned_point,node/11692095474,no,38.7510052,-8.9590354,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
ACH-00019,unassigned_point,node/11349894184,no,38.7517091,-8.9460543,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,500
ACH-00020/22…29 -> ACH-00020,child_point,child/node/7773790792,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACH-00020/22…29 -> ACH-00022,child_point,child/node/12475638312,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
ACH-00020/22…29 -> ACH-00023,child_point,child/node/12475638311,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
ACH-00020/22…29 -> ACH-00024,child_point,child/node/12475638310,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
ACH-00020/22…29 -> ACH-00025,child_point,child/node/12475638309,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
ACH-00020/22…29 -> ACH-00026,child_point,child/node/12475638313,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
ACH-00020/22…29 -> ACH-00027,child_point,child/node/12366134731,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
ACH-00020/22…29 -> ACH-00028,child_point,child/node/12176539846,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,150 kW,500
ACH-00020/22…29 -> ACH-00029,child_point,child/node/12366134732,no,38.75190487107081,-8.942481816402172,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
ACH-00021/30…36 -> ACH-00021,child_point,child/node/7773739672,no,38.75124364320459,-8.938888250947826,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACH-00021/30…36 -> ACH-00030,child_point,child/node/12817913284,no,38.75124364320459,-8.938888250947826,Atlante,yes,10:00-22:00,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
ACH-00021/30…36 -> ACH-00031,child_point,child/node/12826393048,no,38.75124364320459,-8.938888250947826,Atlante,yes,10:00-22:00,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
ACH-00021/30…36 -> ACH-00032,child_point,child/node/12817913283,no,38.75124364320459,-8.938888250947826,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
ACH-00021/30…36 -> ACH-00033,child_point,child/node/12826393047,no,38.75124364320459,-8.938888250947826,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACH-00021/30…36 -> ACH-00034,child_point,child/node/12826393046,no,38.75124364320459,-8.938888250947826,Atlante,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACH-00021/30…36 -> ACH-00035,child_point,child/node/12826393045,no,38.75124364320459,-8.938888250947826,Atlante,yes,10:00-22:00,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
ACH-00021/30…36 -> ACH-00036,child_point,child/node/12826393044,no,38.75124364320459,-8.938888250947826,Atlante,yes,10:00-22:00,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,150 kW,500
ACH-00037,unassigned_point,node/8232492562,no,38.7512646,-8.9578861,Galp Power,yes,24/7,Mobi.E,,Alcochete,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
ACH-00039,unassigned_point,node/13155695614,yes,38.7545381,-8.9602815,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACH-90006,unassigned_point,node/8289343386,no,38.7545874,-8.9639586,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACN-00001,unassigned_point,node/8089510670,no,39.4569873,-8.6682907,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACN-00002,unassigned_point,node/8109599759,no,39.4630695,-8.6578886,Mobiletric,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACN-00004,unassigned_point,node/9440272695,no,39.441873,-8.63022,Mobiletric,private,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACN-00006,unassigned_point,node/11033268439,no,39.4568357,-8.6679036,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ACN-00007,unassigned_point,node/13148367115,no,39.4568496,-8.66795,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
ACN-00010 - Pingo Doce,unassigned_point,node/11466710917,no,39.5199468,-8.6863139,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
ACN-00011,unassigned_point,node/12437201693,no,39.518936,-8.6887276,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,150 kW,1000
ACN-00012,unassigned_point,node/9848183332,no,39.4631553,-8.6620066,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
ACN-?????,unassigned_point,node/13254789196,yes,39.4577261,-8.6675284,unknown,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,50 kW,1000
ACT-00001,unassigned_point,node/7070360267,no,37.4690413,-7.4736938,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACT-00002,unassigned_point,node/8974461104,no,37.4417409,-7.770162,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
ACT-00004 - Pousada da Juventude,unassigned_point,node/9986743355,no,37.476927,-7.4709697,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
